season,fase,instancia,fecha,hora_inicio,hora_fin,local,visitante,marcador,global,estadio,ciudad,pais,arbitro_principal,arbitros_linea,entrenador_local,entrenador_visitante,planteles,puntuaciones_jugadores,goles_asistencias,cambios,amarillas,rojas,posesion_total,posesion_1T,posesion_2T,faltas_total,faltas_1T,faltas_2T,corners_total,corners_1T,corners_2T
2011-2012,Cuartos,Vuelta,03-04-2012,Bayern Munich,Marseille,2-0,4-0,Allianz Arena,Munich,Alemania,NULL,NULL,NULL,Olic 13'; 37',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2011-2012,Semifinal,Ida,17-04-2012,Bayern Munich,Real Madrid,2-1,3-3,Allianz Arena,Munich,Alemania,NULL,NULL,NULL,Ribery 17'; Gomez 90'; Ozil 53',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2011-2012,Semifinal,Vuelta,25-04-2012,Real Madrid,Bayern Munich,2-1,3-3,Santiago Bernabeu,Madrid,España,NULL,NULL,NULL,Ronaldo 6'; 14'; Robben 27',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2011-2012,Semifinal,Ida,18-04-2012,Chelsea,Barcelona,1-0,3-2,Stamford Bridge,Londres,Inglaterra,NULL,NULL,NULL,Drogba 45',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2011-2012,Semifinal,Vuelta,24-04-2012,Barcelona,Chelsea,2-2,2-3,Camp Nou,Barcelona,España,NULL,NULL,NULL,Busquets 35'; Iniesta 43'; Ramires 45'; Torres 90',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2011-2012,Final,Final,19-05-2012,Bayern Munich,Chelsea,1-1,NULL,Allianz Arena,Munich,Alemania,NULL,NULL,NULL,Muller 83'; Drogba 88',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2012-2013,Octavos,Ida,12-02-2013,Celtic,Juventus,0-3,0-5,Celtic Park,Glasgow,Escocia,NULL,Neil Lennon,Antonio Conte,Matri 3'; Marchisio 77'; Vucinic 83',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2012-2013,Octavos,Vuelta,06-03-2013,Juventus,Celtic,2-0,5-0,Juventus Stadium,Turin,Italia,NULL,Antonio Conte,Neil Lennon,Matri 24'; Quagliarella 65',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2012-2013,Octavos,Ida,12-02-2013,Valencia,PSG,1-2,2-3,Mestalla,Valencia,España,NULL,Ernesto Valverde,Carlo Ancelotti,Rami 90'; Lavezzi 10'; Pastore 43',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2012-2013,Octavos,Vuelta,06-03-2013,PSG,Valencia,1-1,3-2,Parc des Princes,Paris,Francia,NULL,Carlo Ancelotti,Ernesto Valverde,Lavezzi 66'; Jonas 55',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2012-2013,Octavos,Ida,13-02-2013,Real Madrid,Manchester United,1-1,3-2,Santiago Bernabeu,Madrid,España,NULL,Jose Mourinho,Alex Ferguson,Ronaldo 30'; Welbeck 20',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2012-2013,Octavos,Vuelta,05-03-2013,Manchester United,Real Madrid,1-2,2-3,Old Trafford,Manchester,Inglaterra,NULL,Alex Ferguson,Jose Mourinho,Ramos OG 48'; Modric 66'; Ronaldo 69',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2012-2013,Octavos,Ida,13-02-2013,Shakhtar,Barcelona,2-2,2-4,Donbass Arena,Donetsk,Ucrania,NULL,Mircea Lucescu,Tito Vilanova,Teixeira 2'; Srna 59'; Sanchez 9'; Messi 60',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2012-2013,Octavos,Vuelta,12-03-2013,Barcelona,Shakhtar,2-1,4-3,Camp Nou,Barcelona,España,NULL,Tito Vilanova,Mircea Lucescu,Messi 43'; Tello 68'; Rakitskiy 59',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2012-2013,Octavos,Ida,19-02-2013,Porto,Malaga,1-0,1-2,Estadio do Dragao,Porto,Portugal,NULL,Vitor Pereira,Manuel Pellegrini,Moutinho 56',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2012-2013,Octavos,Vuelta,13-03-2013,Malaga,Porto,2-0,2-1,La Rosaleda,Malaga,España,NULL,Manuel Pellegrini,Vitor Pereira,Isco 43'; Santa Cruz 77',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2012-2013,Octavos,Ida,19-02-2013,Arsenal,Bayern Munich,1-3,3-3,Emirates Stadium,Londres,Inglaterra,NULL,Arsene Wenger,Jupp Heynckes,Podolski 55'; Kroos 7'; Muller 21'; Mandzukic 77',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2012-2013,Octavos,Vuelta,13-03-2013,Bayern Munich,Arsenal,0-2,3-3,Allianz Arena,Munich,Alemania,NULL,Jupp Heynckes,Arsene Wenger,Giroud 3'; Koscielny 86',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2012-2013,Octavos,Ida,20-02-2013,AC Milan,Barcelona,2-0,2-4,San Siro,Milán,Italia,NULL,Massimiliano Allegri,Tito Vilanova,Boateng 57'; Muntari 81',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2012-2013,Octavos,Vuelta,12-03-2013,Barcelona,AC Milan,4-0,4-2,Camp Nou,Barcelona,España,NULL,Tito Vilanova,Massimiliano Allegri,Messi 5'; 40'; Villa 55'; Alba 90',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2012-2013,Octavos,Ida,20-02-2013,Galatasaray,Schalke 04,1-1,3-4,Turk Telekom Arena,Estambul,Turquia,NULL,Fatih Terim,Jens Keller,Yilmaz 12'; Jones 45',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2012-2013,Octavos,Vuelta,12-03-2013,Schalke 04,Galatasaray,2-3,4-3,Veltins-Arena,Gelsenkirchen,Alemania,NULL,Jens Keller,Fatih Terim,Neustadter 17'; Bastos 63'; Altintop 37'; Yilmaz 42'; Bulut 90',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2012-2013,Cuartos,Ida,02-04-2013,PSG,Barcelona,2-2,3-3,Parc des Princes,Paris,Francia,NULL,Carlo Ancelotti,Tito Vilanova,Ibrahimovic 79'; Matuidi 90'; Messi 38'; Xavi 89',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2012-2013,Cuartos,Vuelta,10-04-2013,Barcelona,PSG,1-1,3-3,Camp Nou,Barcelona,España,NULL,Tito Vilanova,Carlo Ancelotti,Pedro 71'; Pastore 50',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2012-2013,Cuartos,Ida,02-04-2013,Bayern Munich,Juventus,2-0,4-0,Allianz Arena,Munich,Alemania,NULL,Jupp Heynckes,Antonio Conte,Alaba 1'; Muller 63',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2012-2013,Cuartos,Vuelta,10-04-2013,Juventus,Bayern Munich,0-2,0-4,Juventus Stadium,Turin,Italia,NULL,Antonio Conte,Jupp Heynckes,Mandzukic 64'; Pizarro 90',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2012-2013,Cuartos,Ida,03-04-2013,Malaga,Borussia Dortmund,0-0,2-3,La Rosaleda,Malaga,España,NULL,Manuel Pellegrini,Jurgen Klopp,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2012-2013,Cuartos,Vuelta,09-04-2013,Borussia Dortmund,Malaga,3-2,3-2,Signal Iduna Park,Dortmund,Alemania,NULL,Jurgen Klopp,Manuel Pellegrini,Reus 90'; Santana 90'; Joaquin 25'; Eliseu 82',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2012-2013,Cuartos,Ida,03-04-2013,Real Madrid,Galatasaray,3-0,5-3,Santiago Bernabeu,Madrid,España,NULL,Jose Mourinho,Fatih Terim,Ronaldo 9'; Benzema 29'; Higuain 73',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2012-2013,Cuartos,Vuelta,09-04-2013,Galatasaray,Real Madrid,3-2,3-5,Turk Telekom Arena,Estambul,Turquia,NULL,Fatih Terim,Jose Mourinho,Eboue 57'; Sneijder 70'; Drogba 72'; Ronaldo 7'; 90',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2012-2013,Semifinal,Ida,23-04-2013,Bayern Munich,Barcelona,4-0,7-0,Allianz Arena,Munich,Alemania,NULL,Jupp Heynckes,Tito Vilanova,Muller 25'; Gomez 49'; Robben 73'; Muller 82',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2012-2013,Semifinal,Vuelta,01-05-2013,Barcelona,Bayern Munich,0-3,0-7,Camp Nou,Barcelona,España,NULL,Tito Vilanova,Jupp Heynckes,Robben 49'; Pique OG 72'; Muller 76',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2012-2013,Semifinal,Ida,24-04-2013,Borussia Dortmund,Real Madrid,4-1,4-3,Signal Iduna Park,Dortmund,Alemania,NULL,Jurgen Klopp,Jose Mourinho,Lewandowski 8'; 50'; 55'; 66'; Ronaldo 43',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2012-2013,Semifinal,Vuelta,30-04-2013,Real Madrid,Borussia Dortmund,2-0,3-4,Santiago Bernabeu,Madrid,España,NULL,Jose Mourinho,Jurgen Klopp,Benzema 83'; Ramos 88',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2012-2013,Final,Final,25-05-2013,Bayern Munich,Borussia Dortmund,2-1,NULL,Wembley,Londres,Inglaterra,NULL,Jupp Heynckes,Jurgen Klopp,Mandzukic 60'; Gundogan 68'; Robben 89',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2013-2014,Octavos,Ida,18-02-2014,Manchester City,Barcelona,0-2,1-4,Etihad Stadium,Manchester,Inglaterra,NULL,Manuel Pellegrini,Tata Martino,Messi 54'; Alves 90',NULL,NULL,Demichelis,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2013-2014,Octavos,Vuelta,12-03-2014,Barcelona,Manchester City,2-1,4-1,Camp Nou,Barcelona,España,NULL,Tata Martino,Manuel Pellegrini,Messi 67'; Alves 90'; Kompany 89',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2013-2014,Octavos,Ida,19-02-2014,Arsenal,Bayern Munich,0-2,1-3,Emirates Stadium,Londres,Inglaterra,NULL,Arsene Wenger,Pep Guardiola,Kroos 54'; Muller 88',NULL,NULL,Szczesny,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2013-2014,Octavos,Vuelta,11-03-2014,Bayern Munich,Arsenal,1-1,3-1,Allianz Arena,Munich,Alemania,NULL,Pep Guardiola,Arsene Wenger,Schweinsteiger 55'; Podolski 57',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2013-2014,Octavos,Ida,18-02-2014,AC Milan,Atletico Madrid,0-1,1-5,San Siro,Milán,Italia,NULL,Clarence Seedorf,Diego Simeone,Diego Costa 83',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2013-2014,Octavos,Vuelta,11-03-2014,Atletico Madrid,AC Milan,4-1,5-1,Vicente Calderon,Madrid,España,NULL,Diego Simeone,Clarence Seedorf,Diego Costa 3'; 27'; Arda Turan 40'; Raul Garcia 71'; Kaka 51',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
