player_id,match_id,minutes_played,goals,assists,shots,shots_on_target,shots_off_target,shots_blocked,passes_completed,passes_attempted,pass_accuracy,crosses_completed,crosses_attempted,dribbles,offsides,tackles,tackles_won,tackles_lost,interceptions,clearances,fouls_committed,fouls_suffered,yellow_cards,red_cards,distance_covered,top_speed,team_id,touches,expected_threat_total,vaep_rating,expected_assists,progressive_pass_dist,defensive_action_height,pressing_intensity,acwr_index,metabolic_power,foul_severity_index,possession_involvement
player_5b0c6b0eeeda,match_a499908675a8,90.0,0.0,0.0,1.0,0.1682,0.8318,NULL,34.0,40.8018,0.8333,NULL,NULL,NULL,NULL,1.0,NULL,NULL,3.5463,NULL,1.0112,NULL,0.0,0.0,NULL,NULL,team_b72cd3ffa1d1,46.3481,NULL,NULL,3.400014,NULL,NULL,0.116959,NULL,NULL,1.0112,NULL
player_d841b6a958a8,match_a499908675a8,90.0,0.0,0.0,1.0,0.1682,0.8318,NULL,34.0,40.8018,0.8333,NULL,NULL,NULL,NULL,1.0,NULL,NULL,3.5463,NULL,1.0112,NULL,0.0,0.0,NULL,NULL,team_b72cd3ffa1d1,46.3481,NULL,NULL,3.400014,NULL,NULL,0.116959,NULL,NULL,1.0112,NULL
player_19fc597d19c0,match_a499908675a8,90.0,0.0,0.0,1.0,0.1682,0.8318,NULL,34.0,40.8018,0.8333,NULL,NULL,NULL,NULL,1.0,NULL,NULL,3.5463,NULL,1.0112,NULL,0.0,0.0,NULL,NULL,team_b72cd3ffa1d1,46.3481,NULL,NULL,3.400014,NULL,NULL,0.116959,NULL,NULL,1.0112,NULL
player_38e563a8fe4d,match_a499908675a8,90.0,0.0,0.0,1.0,0.1682,0.8318,NULL,34.0,40.8018,0.8333,NULL,NULL,NULL,NULL,1.0,NULL,NULL,3.5463,NULL,1.0112,NULL,0.0,0.0,NULL,NULL,team_b72cd3ffa1d1,46.3481,NULL,NULL,3.400014,NULL,NULL,0.116959,NULL,NULL,1.0112,NULL
player_35eeff7620a9,match_a499908675a8,90.0,0.0,0.0,1.0,0.1682,0.8318,NULL,34.0,40.8018,0.8333,NULL,NULL,NULL,NULL,1.0,NULL,NULL,3.5463,NULL,1.0112,NULL,0.0,0.0,NULL,NULL,team_b72cd3ffa1d1,46.3481,NULL,NULL,3.400014,NULL,NULL,0.116959,NULL,NULL,1.0112,NULL
player_aea35ae64bb2,match_a499908675a8,90.0,0.0,0.0,1.0,0.1682,0.8318,NULL,34.0,40.8018,0.8333,NULL,NULL,NULL,NULL,1.0,NULL,NULL,3.5463,NULL,1.0112,NULL,0.0,0.0,NULL,NULL,team_b72cd3ffa1d1,46.3481,NULL,NULL,3.400014,NULL,NULL,0.116959,NULL,NULL,1.0112,NULL
player_56e07fdb35aa,match_a499908675a8,90.0,0.0,0.0,1.0,0.1682,0.8318,NULL,34.0,40.8018,0.8333,NULL,NULL,NULL,NULL,1.0,NULL,NULL,3.5463,NULL,1.0112,NULL,0.0,0.0,NULL,NULL,team_b72cd3ffa1d1,46.3481,NULL,NULL,3.400014,NULL,NULL,0.116959,NULL,NULL,1.0112,NULL
player_b1c736363008,match_a499908675a8,90.0,0.0,0.0,1.0,0.1682,0.8318,NULL,34.0,40.8018,0.8333,NULL,NULL,NULL,NULL,1.0,NULL,NULL,3.5463,NULL,1.0112,NULL,0.0,0.0,NULL,NULL,team_b72cd3ffa1d1,46.3481,NULL,NULL,3.400014,NULL,NULL,0.116959,NULL,NULL,1.0112,NULL
player_c72d658e0ee5,match_a499908675a8,90.0,0.0,0.0,1.0,0.1682,0.8318,NULL,34.0,40.8018,0.8333,NULL,NULL,NULL,NULL,1.0,NULL,NULL,3.5463,NULL,1.0112,NULL,0.0,0.0,NULL,NULL,team_b72cd3ffa1d1,46.3481,NULL,NULL,3.400014,NULL,NULL,0.116959,NULL,NULL,1.0112,NULL
player_83e4b17284d3,match_a499908675a8,90.0,0.0,0.0,1.0,0.1682,0.8318,NULL,34.0,40.8018,0.8333,NULL,NULL,NULL,NULL,1.0,NULL,NULL,3.5463,NULL,1.0112,NULL,0.0,0.0,NULL,NULL,team_b72cd3ffa1d1,46.3481,NULL,NULL,3.400014,NULL,NULL,0.116959,NULL,NULL,1.0112,NULL
player_78f129d6046a,match_a499908675a8,90.0,0.0,0.0,1.0,0.1682,0.8318,NULL,34.0,40.8018,0.8333,NULL,NULL,NULL,NULL,1.0,NULL,NULL,3.5463,NULL,1.0112,NULL,0.0,0.0,NULL,NULL,team_b72cd3ffa1d1,46.3481,NULL,NULL,3.400014,NULL,NULL,0.116959,NULL,NULL,1.0112,NULL
player_81d6b862b661,match_0b760b98a90b,90.0,0.0,0.0,1.0,0.1682,0.8318,NULL,34.0,40.8018,0.8333,NULL,NULL,NULL,NULL,1.0,NULL,NULL,3.5463,NULL,1.0112,NULL,0.0,0.0,NULL,NULL,team_b72cd3ffa1d1,46.3481,NULL,NULL,3.400014,NULL,NULL,0.106163,NULL,NULL,1.0112,NULL
player_399aa9acc22f,match_0b760b98a90b,90.0,0.0,0.0,1.0,0.1682,0.8318,NULL,34.0,40.8018,0.8333,NULL,NULL,NULL,NULL,1.0,NULL,NULL,3.5463,NULL,1.0112,NULL,0.0,0.0,NULL,NULL,team_b72cd3ffa1d1,46.3481,NULL,NULL,3.400014,NULL,NULL,0.106163,NULL,NULL,1.0112,NULL
player_21ca039d55c4,match_0b760b98a90b,90.0,0.0,0.0,1.0,0.1682,0.8318,NULL,34.0,40.8018,0.8333,NULL,NULL,NULL,NULL,1.0,NULL,NULL,3.5463,NULL,1.0112,NULL,0.0,0.0,NULL,NULL,team_b72cd3ffa1d1,46.3481,NULL,NULL,3.400014,NULL,NULL,0.106163,NULL,NULL,1.0112,NULL
player_38c94a46b58e,match_0b760b98a90b,90.0,0.0,0.0,1.0,0.1682,0.8318,NULL,34.0,40.8018,0.8333,NULL,NULL,NULL,NULL,1.0,NULL,NULL,3.5463,NULL,1.0112,NULL,0.0,0.0,NULL,NULL,team_b72cd3ffa1d1,46.3481,NULL,NULL,3.400014,NULL,NULL,0.106163,NULL,NULL,1.0112,NULL
player_478e1fa2fd7f,match_0b760b98a90b,90.0,0.0,0.0,1.0,0.1682,0.8318,NULL,34.0,40.8018,0.8333,NULL,NULL,NULL,NULL,1.0,NULL,NULL,3.5463,NULL,1.0112,NULL,0.0,0.0,NULL,NULL,team_b72cd3ffa1d1,46.3481,NULL,NULL,3.400014,NULL,NULL,0.106163,NULL,NULL,1.0112,NULL
player_4a107050fb82,match_0b760b98a90b,90.0,0.0,0.0,1.0,0.1682,0.8318,NULL,34.0,40.8018,0.8333,NULL,NULL,NULL,NULL,1.0,NULL,NULL,3.5463,NULL,1.0112,NULL,0.0,0.0,NULL,NULL,team_b72cd3ffa1d1,46.3481,NULL,NULL,3.400014,NULL,NULL,0.106163,NULL,NULL,1.0112,NULL
player_68a6e2f71e30,match_0b760b98a90b,90.0,0.0,0.0,1.0,0.1682,0.8318,NULL,34.0,40.8018,0.8333,NULL,NULL,NULL,NULL,1.0,NULL,NULL,3.5463,NULL,1.0112,NULL,0.0,0.0,NULL,NULL,team_b72cd3ffa1d1,46.3481,NULL,NULL,3.400014,NULL,NULL,0.106163,NULL,NULL,1.0112,NULL
player_fbcf61b3f611,match_0b760b98a90b,90.0,0.0,0.0,1.0,0.1682,0.8318,NULL,34.0,40.8018,0.8333,NULL,NULL,NULL,NULL,1.0,NULL,NULL,3.5463,NULL,1.0112,NULL,0.0,0.0,NULL,NULL,team_b72cd3ffa1d1,46.3481,NULL,NULL,3.400014,NULL,NULL,0.106163,NULL,NULL,1.0112,NULL
player_c995a8908ffc,match_0b760b98a90b,90.0,0.0,0.0,1.0,0.1682,0.8318,NULL,34.0,40.8018,0.8333,NULL,NULL,NULL,NULL,1.0,NULL,NULL,3.5463,NULL,1.0112,NULL,0.0,0.0,NULL,NULL,team_b72cd3ffa1d1,46.3481,NULL,NULL,3.400014,NULL,NULL,0.106163,NULL,NULL,1.0112,NULL
player_f3bd98424445,match_0b760b98a90b,90.0,0.0,0.0,1.0,0.1682,0.8318,NULL,34.0,40.8018,0.8333,NULL,NULL,NULL,NULL,1.0,NULL,NULL,3.5463,NULL,1.0112,NULL,0.0,0.0,NULL,NULL,team_b72cd3ffa1d1,46.3481,NULL,NULL,3.400014,NULL,NULL,0.106163,NULL,NULL,1.0112,NULL
player_951f7b7091be,match_0b760b98a90b,90.0,0.0,0.0,1.0,0.1682,0.8318,NULL,34.0,40.8018,0.8333,NULL,NULL,NULL,NULL,1.0,NULL,NULL,3.5463,NULL,1.0112,NULL,0.0,0.0,NULL,NULL,team_b72cd3ffa1d1,46.3481,NULL,NULL,3.400014,NULL,NULL,0.106163,NULL,NULL,1.0112,NULL
player_bc2fcacc1ebe,match_0b760b98a90b,90.0,0.0,0.0,1.0,0.1682,0.8318,NULL,34.0,40.8018,0.8333,NULL,NULL,NULL,NULL,1.0,NULL,NULL,3.5463,NULL,1.0112,NULL,0.0,0.0,NULL,NULL,team_e45c3160715a,46.3481,NULL,NULL,3.400014,NULL,NULL,0.073774,NULL,NULL,1.0112,NULL
player_4a54c68f1b9d,match_0b760b98a90b,90.0,0.0,0.0,1.0,0.1682,0.8318,NULL,34.0,40.8018,0.8333,NULL,NULL,NULL,NULL,1.0,NULL,NULL,3.5463,NULL,1.0112,NULL,0.0,0.0,NULL,NULL,team_e45c3160715a,46.3481,NULL,NULL,3.400014,NULL,NULL,0.073774,NULL,NULL,1.0112,NULL
player_6cac26992865,match_0b760b98a90b,90.0,0.0,0.0,1.0,0.1682,0.8318,NULL,34.0,40.8018,0.8333,NULL,NULL,NULL,NULL,1.0,NULL,NULL,3.5463,NULL,1.0112,NULL,0.0,0.0,NULL,NULL,team_e45c3160715a,46.3481,NULL,NULL,3.400014,NULL,NULL,0.073774,NULL,NULL,1.0112,NULL
player_e7798993e72f,match_0b760b98a90b,90.0,0.0,0.0,1.0,0.1682,0.8318,NULL,34.0,40.8018,0.8333,NULL,NULL,NULL,NULL,1.0,NULL,NULL,3.5463,NULL,1.0112,NULL,0.0,0.0,NULL,NULL,team_e45c3160715a,46.3481,NULL,NULL,3.400014,NULL,NULL,0.073774,NULL,NULL,1.0112,NULL
player_e3928a3bc4be,match_0b760b98a90b,90.0,0.0,0.0,1.0,0.1682,0.8318,NULL,34.0,40.8018,0.8333,NULL,NULL,NULL,NULL,1.0,NULL,NULL,3.5463,NULL,1.0112,NULL,0.0,0.0,NULL,NULL,team_e45c3160715a,46.3481,NULL,NULL,3.400014,NULL,NULL,0.073774,NULL,NULL,1.0112,NULL
player_c8975f3c39af,match_0b760b98a90b,90.0,0.0,0.0,1.0,0.1682,0.8318,NULL,34.0,40.8018,0.8333,NULL,NULL,NULL,NULL,1.0,NULL,NULL,3.5463,NULL,1.0112,NULL,0.0,0.0,NULL,NULL,team_e45c3160715a,46.3481,NULL,NULL,3.400014,NULL,NULL,0.073774,NULL,NULL,1.0112,NULL
player_56deeb045ebb,match_0b760b98a90b,90.0,0.0,0.0,1.0,0.1682,0.8318,NULL,34.0,40.8018,0.8333,NULL,NULL,NULL,NULL,1.0,NULL,NULL,3.5463,NULL,1.0112,NULL,0.0,0.0,NULL,NULL,team_e45c3160715a,46.3481,NULL,NULL,3.400014,NULL,NULL,0.073774,NULL,NULL,1.0112,NULL
player_fa7b20c7fd4b,match_0b760b98a90b,90.0,0.0,0.0,1.0,0.1682,0.8318,NULL,34.0,40.8018,0.8333,NULL,NULL,NULL,NULL,1.0,NULL,NULL,3.5463,NULL,1.0112,NULL,0.0,0.0,NULL,NULL,team_e45c3160715a,46.3481,NULL,NULL,3.400014,NULL,NULL,0.073774,NULL,NULL,1.0112,NULL
player_b41ca783bb48,match_0b760b98a90b,90.0,0.0,0.0,1.0,0.1682,0.8318,NULL,34.0,40.8018,0.8333,NULL,NULL,NULL,NULL,1.0,NULL,NULL,3.5463,NULL,1.0112,NULL,0.0,0.0,NULL,NULL,team_e45c3160715a,46.3481,NULL,NULL,3.400014,NULL,NULL,0.073774,NULL,NULL,1.0112,NULL
player_0cac1458d176,match_0b760b98a90b,90.0,0.0,0.0,1.0,0.1682,0.8318,NULL,34.0,40.8018,0.8333,NULL,NULL,NULL,NULL,1.0,NULL,NULL,3.5463,NULL,1.0112,NULL,0.0,0.0,NULL,NULL,team_e45c3160715a,46.3481,NULL,NULL,3.400014,NULL,NULL,0.073774,NULL,NULL,1.0112,NULL
player_16001f0ec5ce,match_0b760b98a90b,90.0,0.0,0.0,1.0,0.1682,0.8318,NULL,34.0,40.8018,0.8333,NULL,NULL,NULL,NULL,1.0,NULL,NULL,3.5463,NULL,1.0112,NULL,0.0,0.0,NULL,NULL,team_e45c3160715a,46.3481,NULL,NULL,3.400014,NULL,NULL,0.073774,NULL,NULL,1.0112,NULL
player_5f528d9214dc,match_b7323ecf25d5,90.0,0.0,0.0,1.0,0.1682,0.8318,NULL,34.0,40.8018,0.8333,NULL,NULL,NULL,NULL,1.0,NULL,NULL,3.5463,NULL,1.0112,NULL,0.0,0.0,NULL,NULL,team_3ce98d8f2aba,46.3481,NULL,NULL,3.400014,NULL,NULL,0.079172,NULL,NULL,1.0112,NULL
player_69d8420a5255,match_b7323ecf25d5,90.0,0.0,0.0,1.0,0.1682,0.8318,NULL,34.0,40.8018,0.8333,NULL,NULL,NULL,NULL,1.0,NULL,NULL,3.5463,NULL,1.0112,NULL,0.0,0.0,NULL,NULL,team_3ce98d8f2aba,46.3481,NULL,NULL,3.400014,NULL,NULL,0.079172,NULL,NULL,1.0112,NULL
player_f5768fe33abe,match_b7323ecf25d5,90.0,0.0,0.0,1.0,0.1682,0.8318,NULL,34.0,40.8018,0.8333,NULL,NULL,NULL,NULL,1.0,NULL,NULL,3.5463,NULL,1.0112,NULL,0.0,0.0,NULL,NULL,team_3ce98d8f2aba,46.3481,NULL,NULL,3.400014,NULL,NULL,0.079172,NULL,NULL,1.0112,NULL
player_8ecc3aa3b0c4,match_b7323ecf25d5,90.0,0.0,0.0,1.0,0.1682,0.8318,NULL,34.0,40.8018,0.8333,NULL,NULL,NULL,NULL,1.0,NULL,NULL,3.5463,NULL,1.0112,NULL,0.0,0.0,NULL,NULL,team_3ce98d8f2aba,46.3481,NULL,NULL,3.400014,NULL,NULL,0.079172,NULL,NULL,1.0112,NULL
player_7986c7406b81,match_b7323ecf25d5,90.0,0.0,0.0,1.0,0.1682,0.8318,NULL,34.0,40.8018,0.8333,NULL,NULL,NULL,NULL,1.0,NULL,NULL,3.5463,NULL,1.0112,NULL,0.0,0.0,NULL,NULL,team_3ce98d8f2aba,46.3481,NULL,NULL,3.400014,NULL,NULL,0.079172,NULL,NULL,1.0112,NULL
player_f2a4ede80d1a,match_b7323ecf25d5,90.0,0.0,0.0,1.0,0.1682,0.8318,NULL,34.0,40.8018,0.8333,NULL,NULL,NULL,NULL,1.0,NULL,NULL,3.5463,NULL,1.0112,NULL,0.0,0.0,NULL,NULL,team_3ce98d8f2aba,46.3481,NULL,NULL,3.400014,NULL,NULL,0.079172,NULL,NULL,1.0112,NULL
player_ff4f261efaee,match_b7323ecf25d5,90.0,0.0,0.0,1.0,0.1682,0.8318,NULL,34.0,40.8018,0.8333,NULL,NULL,NULL,NULL,1.0,NULL,NULL,3.5463,NULL,1.0112,NULL,0.0,0.0,NULL,NULL,team_3ce98d8f2aba,46.3481,NULL,NULL,3.400014,NULL,NULL,0.079172,NULL,NULL,1.0112,NULL
player_ce6693da278a,match_b7323ecf25d5,90.0,0.0,0.0,1.0,0.1682,0.8318,NULL,34.0,40.8018,0.8333,NULL,NULL,NULL,NULL,1.0,NULL,NULL,3.5463,NULL,1.0112,NULL,0.0,0.0,NULL,NULL,team_3ce98d8f2aba,46.3481,NULL,NULL,3.400014,NULL,NULL,0.079172,NULL,NULL,1.0112,NULL
player_dc97d66c57b3,match_b7323ecf25d5,90.0,0.0,0.0,1.0,0.1682,0.8318,NULL,34.0,40.8018,0.8333,NULL,NULL,NULL,NULL,1.0,NULL,NULL,3.5463,NULL,1.0112,NULL,0.0,0.0,NULL,NULL,team_3ce98d8f2aba,46.3481,NULL,NULL,3.400014,NULL,NULL,0.079172,NULL,NULL,1.0112,NULL
player_ae43fccca799,match_b7323ecf25d5,90.0,0.0,0.0,1.0,0.1682,0.8318,NULL,34.0,40.8018,0.8333,NULL,NULL,NULL,NULL,1.0,NULL,NULL,3.5463,NULL,1.0112,NULL,0.0,0.0,NULL,NULL,team_3ce98d8f2aba,46.3481,NULL,NULL,3.400014,NULL,NULL,0.079172,NULL,NULL,1.0112,NULL
player_f8fc256e8624,match_b7323ecf25d5,90.0,0.0,0.0,1.0,0.1682,0.8318,NULL,34.0,40.8018,0.8333,NULL,NULL,NULL,NULL,1.0,NULL,NULL,3.5463,NULL,1.0112,NULL,0.0,0.0,NULL,NULL,team_3ce98d8f2aba,46.3481,NULL,NULL,3.400014,NULL,NULL,0.079172,NULL,NULL,1.0112,NULL
player_43792444d85e,match_b7323ecf25d5,90.0,0.0,0.0,1.0,0.1682,0.8318,NULL,34.0,40.8018,0.8333,NULL,NULL,NULL,NULL,1.0,NULL,NULL,3.5463,NULL,1.0112,NULL,0.0,0.0,NULL,NULL,team_9d6195a1b56d,46.3481,NULL,NULL,3.400014,NULL,NULL,NULL,NULL,NULL,1.0112,NULL
player_3e7dda4c6b64,match_b7323ecf25d5,90.0,0.0,0.0,1.0,0.1682,0.8318,NULL,34.0,40.8018,0.8333,NULL,NULL,NULL,NULL,1.0,NULL,NULL,3.5463,NULL,1.0112,NULL,0.0,0.0,NULL,NULL,team_9d6195a1b56d,46.3481,NULL,NULL,3.400014,NULL,NULL,NULL,NULL,NULL,1.0112,NULL
player_d2f4317b2624,match_b7323ecf25d5,90.0,0.0,0.0,1.0,0.1682,0.8318,NULL,34.0,40.8018,0.8333,NULL,NULL,NULL,NULL,1.0,NULL,NULL,3.5463,NULL,1.0112,NULL,0.0,0.0,NULL,NULL,team_9d6195a1b56d,46.3481,NULL,NULL,3.400014,NULL,NULL,NULL,NULL,NULL,1.0112,NULL
player_075897c13115,match_b7323ecf25d5,90.0,0.0,0.0,1.0,0.1682,0.8318,NULL,34.0,40.8018,0.8333,NULL,NULL,NULL,NULL,1.0,NULL,NULL,3.5463,NULL,1.0112,NULL,0.0,0.0,NULL,NULL,team_9d6195a1b56d,46.3481,NULL,NULL,3.400014,NULL,NULL,NULL,NULL,NULL,1.0112,NULL
player_c934ac6a15e9,match_b7323ecf25d5,90.0,0.0,0.0,1.0,0.1682,0.8318,NULL,34.0,40.8018,0.8333,NULL,NULL,NULL,NULL,1.0,NULL,NULL,3.5463,NULL,1.0112,NULL,0.0,0.0,NULL,NULL,team_9d6195a1b56d,46.3481,NULL,NULL,3.400014,NULL,NULL,NULL,NULL,NULL,1.0112,NULL
player_34609dc19d65,match_b7323ecf25d5,90.0,0.0,0.0,1.0,0.1682,0.8318,NULL,34.0,40.8018,0.8333,NULL,NULL,NULL,NULL,1.0,NULL,NULL,3.5463,NULL,1.0112,NULL,0.0,0.0,NULL,NULL,team_9d6195a1b56d,46.3481,NULL,NULL,3.400014,NULL,NULL,NULL,NULL,NULL,1.0112,NULL
player_2c40837dd4b9,match_b7323ecf25d5,90.0,0.0,0.0,1.0,0.1682,0.8318,NULL,34.0,40.8018,0.8333,NULL,NULL,NULL,NULL,1.0,NULL,NULL,3.5463,NULL,1.0112,NULL,0.0,0.0,NULL,NULL,team_9d6195a1b56d,46.3481,NULL,NULL,3.400014,NULL,NULL,NULL,NULL,NULL,1.0112,NULL
player_ff72b657dea0,match_b7323ecf25d5,90.0,0.0,0.0,1.0,0.1682,0.8318,NULL,34.0,40.8018,0.8333,NULL,NULL,NULL,NULL,1.0,NULL,NULL,3.5463,NULL,1.0112,NULL,0.0,0.0,NULL,NULL,team_9d6195a1b56d,46.3481,NULL,NULL,3.400014,NULL,NULL,NULL,NULL,NULL,1.0112,NULL
player_36b9f0809855,match_b7323ecf25d5,90.0,0.0,0.0,1.0,0.1682,0.8318,NULL,34.0,40.8018,0.8333,NULL,NULL,NULL,NULL,1.0,NULL,NULL,3.5463,NULL,1.0112,NULL,0.0,0.0,NULL,NULL,team_9d6195a1b56d,46.3481,NULL,NULL,3.400014,NULL,NULL,NULL,NULL,NULL,1.0112,NULL
player_24b12a2eb907,match_b7323ecf25d5,90.0,0.0,0.0,1.0,0.1682,0.8318,NULL,34.0,40.8018,0.8333,NULL,NULL,NULL,NULL,1.0,NULL,NULL,3.5463,NULL,1.0112,NULL,0.0,0.0,NULL,NULL,team_9d6195a1b56d,46.3481,NULL,NULL,3.400014,NULL,NULL,NULL,NULL,NULL,1.0112,NULL
player_21cbeb80617e,match_b7323ecf25d5,90.0,0.0,0.0,1.0,0.1682,0.8318,NULL,34.0,40.8018,0.8333,NULL,NULL,NULL,NULL,1.0,NULL,NULL,3.5463,NULL,1.0112,NULL,0.0,0.0,NULL,NULL,team_9d6195a1b56d,46.3481,NULL,NULL,3.400014,NULL,NULL,NULL,NULL,NULL,1.0112,NULL
player_43792444d85e,match_3e112e981a6e,90.0,0.0,0.0,1.0,0.1682,0.8318,NULL,34.0,40.8018,0.8333,NULL,NULL,NULL,NULL,1.0,NULL,NULL,3.5463,NULL,1.0112,NULL,0.0,0.0,NULL,NULL,team_9d6195a1b56d,46.3481,NULL,NULL,3.400014,NULL,NULL,NULL,NULL,NULL,1.0112,NULL
player_3e7dda4c6b64,match_3e112e981a6e,90.0,0.0,0.0,1.0,0.1682,0.8318,NULL,34.0,40.8018,0.8333,NULL,NULL,NULL,NULL,1.0,NULL,NULL,3.5463,NULL,1.0112,NULL,0.0,0.0,NULL,NULL,team_9d6195a1b56d,46.3481,NULL,NULL,3.400014,NULL,NULL,NULL,NULL,NULL,1.0112,NULL
player_d2f4317b2624,match_3e112e981a6e,90.0,0.0,0.0,1.0,0.1682,0.8318,NULL,34.0,40.8018,0.8333,NULL,NULL,NULL,NULL,1.0,NULL,NULL,3.5463,NULL,1.0112,NULL,0.0,0.0,NULL,NULL,team_9d6195a1b56d,46.3481,NULL,NULL,3.400014,NULL,NULL,NULL,NULL,NULL,1.0112,NULL
player_075897c13115,match_3e112e981a6e,90.0,0.0,0.0,1.0,0.1682,0.8318,NULL,34.0,40.8018,0.8333,NULL,NULL,NULL,NULL,1.0,NULL,NULL,3.5463,NULL,1.0112,NULL,0.0,0.0,NULL,NULL,team_9d6195a1b56d,46.3481,NULL,NULL,3.400014,NULL,NULL,NULL,NULL,NULL,1.0112,NULL
player_c934ac6a15e9,match_3e112e981a6e,90.0,0.0,0.0,1.0,0.1682,0.8318,NULL,34.0,40.8018,0.8333,NULL,NULL,NULL,NULL,1.0,NULL,NULL,3.5463,NULL,1.0112,NULL,0.0,0.0,NULL,NULL,team_9d6195a1b56d,46.3481,NULL,NULL,3.400014,NULL,NULL,NULL,NULL,NULL,1.0112,NULL
player_be71d8a238a1,match_3e112e981a6e,90.0,0.0,0.0,1.0,0.1682,0.8318,NULL,34.0,40.8018,0.8333,NULL,NULL,NULL,NULL,1.0,NULL,NULL,3.5463,NULL,1.0112,NULL,0.0,0.0,NULL,NULL,team_9d6195a1b56d,46.3481,NULL,NULL,3.400014,NULL,NULL,NULL,NULL,NULL,1.0112,NULL
